-7.936901786160047712e-01	4.092436939641262879e-03	2.075864249871037792e-01	4.753041219879829138e-02	1.490997321682283397e-02	3.144172760194413260e-03	1.836410838207298618e-03	7.822073970149608785e-03	9.619749697301126223e-02	8.178676541849300846e-04	4.571591041763491819e-03	5.952378455533359654e-03	2.482408434391578014e-03	5.137425744469405111e-04	5.902588036055102759e-03	3.469522306237975140e-03	2.329316150243829903e-02	1.727423581554926894e-03	3.910776960010973850e-03	1.742837209567887555e-02	9.591607419071522533e-03	2.171550403763076206e-04	3.009889219946693719e-06	2.709961345078666043e-03	4.140828225574481880e-02	5.395540923471967183e-03	1.079840581282989846e-06	2.841141185445352282e-02	6.239244879425462700e-03	1.300526637715243557e-05	3.494407972425917882e-07	1.037597202081986690e-03	1.083146359742707954e-01	1.020027279643598815e-03	2.026388585520300708e-03	2.249795973337691962e-02	1.753927892753425269e-02	8.721337544626029672e-05	5.142554791465346895e-06	1.018109603362574167e-02	2.327148589533874906e-02	2.213878745040271897e-05	2.561665326744095591e-05	1.917466812311446238e-03	2.509414119722187114e-02	3.589354071396594885e-05	1.379067616905007384e-06	1.005790454691963013e-03	9.079070953729237578e-04	8.916272652896217385e-03	4.394814130215006021e-04	2.988075109001741094e-04	1.437699280083806444e-06	3.905118074629745049e-03	3.844396912095558158e-05	7.189201154968092276e-04	4.967999814397928504e-04	1.445246614008788635e-02	1.819402174461176266e-04	9.570087151620495581e-05	1.973748119069128251e-03
1.000823687219199939e-02	-7.568922150348503797e-01	1.667369469201425425e-02	4.039138622013921376e-01	2.544056251275204471e-03	4.731176004441810939e-02	7.564414630304681052e-03	2.637152956850053864e-03	4.530151963691603570e-03	1.010017513747682970e-02	1.469254175605117603e-03	2.699033244852293810e-03	7.750401117688169455e-05	3.916472551358299130e-03	4.698190408244618324e-03	3.978730959752625447e-04	2.733965872315131246e-03	2.652963312732847800e-02	1.349999428233541673e-02	8.933944373213913853e-03	6.823525553627278126e-04	9.322773902203507559e-03	7.004819746070088974e-04	1.051337175076534955e-05	2.247156863316612145e-04	1.571539275225467686e-02	6.383118562964678330e-06	5.104772117029594011e-05	2.092122608432411466e-04	1.140191062500886445e-03	3.486021393292096761e-04	5.620417528758997065e-06	9.282846816287085648e-03	5.236823660467406633e-02	4.742750472260506313e-03	1.382496443551340173e-02	7.868183221699938086e-04	8.974541759012555006e-03	7.308509248343730488e-04	6.257133899062453293e-05	9.139609369493550267e-03	8.588937069380374323e-03	6.501143807295869936e-03	2.323546383480215420e-04	8.369390953431223175e-05	4.007653303385465965e-03	9.704920400416482378e-05	1.472643359808065771e-06	1.031367406786473477e-02	8.891917510271595210e-04	5.515467830494709623e-05	1.598014965558668121e-02	2.273494323875620803e-03	3.882316622138073258e-05	2.898636079536516703e-03	7.598381646152727866e-04	4.652554614715651403e-06	6.699475049431919966e-05	4.357765575101190184e-03	1.170450775773146206e-03	1.238018824516611046e-06
3.126454083647233761e-01	1.026855587739902188e-02	-6.706841774342494622e-01	1.201678919678391549e-02	2.507497109042681159e-03	2.190498454145637514e-02	1.053178013535196848e-02	2.592108667729416550e-03	1.981111688245442218e-02	2.273019397615614300e-03	1.790424771879190260e-02	1.789605543657195753e-03	2.092872388966550933e-04	2.597836853974635433e-03	1.066654496422714954e-02	6.490006336238881126e-04	3.341940394456366283e-03	6.880233530534870731e-03	3.131334873022662696e-02	6.289537925932806549e-03	1.104299479438446049e-04	5.319597649973526084e-03	4.122248840127139963e-03	2.420772363417103123e-03	4.662755936813304321e-04	4.953974200469341699e-02	3.751056087375519371e-04	9.002875632596931896e-03	9.769953584082581295e-06	1.358422223920579533e-04	1.328194518250756535e-03	6.703965902030655346e-04	1.481325446439612017e-02	8.185926116977305933e-03	1.989952579568710425e-02	6.996339199663058513e-03	8.321076113790062934e-05	5.929684967523299495e-03	8.099331750943303612e-03	1.264901510601893625e-02	5.736702029354012457e-05	1.362691470366667349e-03	1.645836790239730077e-02	8.518620771543301221e-04	1.856715012530889947e-05	1.044167276365605239e-03	2.228551832634291432e-03	3.601137175926583762e-04	2.978236343966548377e-03	1.390819888423475582e-03	1.303208620304724554e-06	3.596293946053316821e-03	2.407463465288397098e-03	1.791912440214454188e-03	3.099210986085561650e-04	1.483170043589201927e-03	5.735321885028767569e-05	1.462561454453447146e-06	1.323253993096688581e-03	6.436235521797077121e-03	1.746804625301824772e-04
5.017099065428708149e-02	1.743388892407717883e-01	8.422023197745992160e-03	-7.669489042717031468e-01	1.217417478691499612e-02	2.373837080805729031e-03	2.064668307678294706e-03	1.832634518626991005e-02	1.549735285338899038e-02	1.575393147170944721e-03	1.111816371882211937e-03	2.287132391320025743e-02	9.532543310670811435e-04	3.202745302297151726e-04	4.478554240325311776e-03	3.749106266456450967e-03	1.274628552464544817e-02	2.270503913288349131e-03	2.834595229428524005e-03	5.215797856638607760e-02	8.842492682215664142e-04	3.364028380849690441e-06	1.985792765842879542e-05	8.631489170226894214e-03	1.348213071216825259e-04	1.238018824516610834e-06	9.602280730951894178e-08	1.095204778594939879e-02	2.815588390770661868e-04	0.000000000000000000e+00	1.397763188970367153e-06	4.417648177604571388e-03	4.679131496056187361e-02	3.204679070473713445e-03	1.903340398905829485e-03	1.312845492738126674e-01	1.606867778979724362e-03	7.135639809239479096e-07	4.023355626268843070e-05	3.028094987600456547e-02	2.965682639278449662e-02	8.676115794394639578e-06	4.312888763068531070e-03	5.202831547526805961e-02	3.133738086034959383e-04	0.000000000000000000e+00	4.487328825991423332e-06	1.590429868535764985e-03	9.041014208079960158e-04	1.427467124974631484e-02	2.560854859012675982e-04	1.327620534823577201e-05	1.275010607736196686e-04	2.030602763228985669e-02	1.202487449334801446e-06	1.055144415762682792e-03	1.797313796537547111e-03	6.407623270165821450e-03	2.852298272170623639e-06	1.501711156949226160e-03	3.508611908831931608e-03
3.682763384555239744e-02	2.569496813787956399e-03	4.112295258829997552e-03	2.848756900138109394e-02	-1.286577664669277921e+00	2.942483755141221402e-01	1.790440530973968214e-01	2.842845828129756947e-01	2.178098983032948285e-02	1.079360956659323285e-03	1.252818670046885324e-03	1.102926235834828309e-02	8.407732733142565112e-03	1.091357053675251357e-03	1.830184928850062467e-02	4.635938068570019492e-03	1.203030599750459437e-02	2.639070868049261140e-04	1.784203600038645514e-05	1.596450527918844616e-03	9.366625492132437183e-03	4.595753355712884117e-04	1.101252394839520853e-04	4.040226275582439741e-03	4.870573370944862937e-03	0.000000000000000000e+00	0.000000000000000000e+00	9.455065336259216589e-06	1.359102703590728094e-02	7.221776476346896885e-07	6.988815944851835763e-07	1.459605400650442688e-05	5.586984168716711135e-02	6.434643951107114326e-05	1.066332785759326164e-05	3.458723900425144954e-03	5.195129617860882315e-02	3.118274596637652567e-04	5.318383220849889686e-04	1.526203942052582925e-02	1.521432049000893266e-02	0.000000000000000000e+00	1.349409196298703179e-05	2.101225688024445354e-05	1.374590967068085590e-01	4.677318906509033282e-05	8.169367908847123886e-05	2.808006406413684542e-04	1.128234510045767001e-03	3.970899864239069155e-03	1.676708856909062215e-03	5.855263865968254010e-03	1.095802488758604223e-03	2.311619499233959901e-02	5.453681411883102431e-04	8.516394921759182484e-04	2.075553535336266148e-03	2.056002841508196982e-02	3.197911860681511092e-04	2.146954470000858074e-04	1.064270204112408805e-03
2.163260924144902279e-03	1.331055087600620766e-02	1.000673388523355169e-02	1.547292136235489061e-03	8.196333579780558376e-02	-8.448017010198618504e-01	2.619518253765046323e-01	1.246274292876012463e-01	3.589316876017615491e-04	1.149967329511137823e-02	3.443044090534307512e-04	1.269111714277982314e-03	6.212000243149692024e-05	2.379652480426394309e-02	9.298181198566306607e-03	5.414550894372269782e-04	4.818177806699488770e-04	1.167098992502586460e-02	8.461455389356851986e-03	2.180334386156507418e-05	2.496957113231173522e-04	1.526019638949746050e-02	3.869498898777030960e-03	4.837356918691565325e-04	2.808270689369582061e-05	2.697644839237613862e-02	1.739764910417318766e-06	1.701590705676531224e-05	9.769953584082581295e-06	5.446615268703005296e-03	7.353931657856453957e-04	6.744501034510796140e-06	5.259755472974139527e-03	1.944252418457596138e-02	4.583398616937545134e-03	2.079221684881550541e-05	1.468645248098213825e-03	3.424041519556770413e-02	7.776684449182506148e-03	5.655479165457342854e-03	3.650628564134371294e-06	4.012533434989982821e-03	9.888293618779022323e-06	4.407065113459510811e-06	6.934334502906394377e-05	5.323060441873821158e-02	6.405376081980081746e-04	1.507587439532324929e-05	8.320578870302670557e-03	2.214103874965665819e-06	4.407857962327203435e-05	5.472797683261221291e-02	7.504329802398750429e-03	2.255900811736354268e-03	7.179927857575946031e-03	5.331045310914678519e-04	3.873800838003589668e-06	1.462561454453447146e-06	1.127389098234623035e-02	5.765577389350247980e-05	1.238018824516611046e-06
4.825462521672369345e-03	8.127722102774178475e-03	1.837459512976300988e-02	5.139706212731074905e-03	1.904723969121242533e-01	1.000433035214523203e+00	-1.614014368423356993e+00	1.079268738547753126e-01	1.454138169353527948e-03	7.027597021565425671e-03	1.873215567823654322e-03	2.592674722667918669e-03	5.744491524772657193e-04	6.957596492919363232e-03	2.951191123863388527e-02	1.420064755145087699e-03	2.067240857547519134e-05	1.241037523168421084e-03	2.421365727594381595e-02	1.491116151129861459e-03	7.680503169982025834e-04	7.625884398782092725e-03	7.064393529045375625e-03	8.738705828957326650e-04	3.932119276938361111e-05	2.593103252586778022e-04	2.922206986960156397e-04	7.373024633181422707e-05	5.870605393675542380e-06	3.610888238173448548e-06	7.320305469138937808e-03	4.496334023007197991e-06	1.661419696380071959e-04	1.826544861815906440e-03	1.841767951605921896e-02	1.584337167576559081e-03	6.049471706696841512e-03	7.904766638811372426e-03	3.058139701793964604e-02	5.108391912582205437e-03	6.095245906188637600e-06	4.994566124420229416e-05	1.584872252467933035e-02	1.471644957530229694e-05	8.957586930683374734e-05	1.915190063587675102e-04	2.209723629678100876e-02	2.430111144252767097e-05	3.758251631321428941e-03	8.039296647386109376e-04	1.516966547989407287e-04	2.233076317686230605e-02	1.540804557387141262e-02	4.136144544300516569e-03	1.543619777739425360e-03	5.112021692157597309e-03	2.689396215806770063e-04	1.462561454453447146e-06	1.107207570779083746e-03	1.131553375405930893e-02	1.069222279410475106e-04
2.123134363326322285e-02	2.926949985075334541e-03	4.671492544039827256e-03	4.712488762183691254e-02	3.124006404538193782e-01	4.916620562005367678e-01	1.114849026631744844e-01	-1.394346943954621665e+00	7.161396826121275115e-03	1.524198112723379938e-03	7.577481758470027947e-04	2.274219761013044142e-02	1.308838434560804544e-03	1.693386579664854594e-03	8.999616632220406448e-03	1.983733707968707641e-02	2.712033127687752277e-03	3.274759471302003685e-06	3.986091729487259427e-04	1.741930190463246431e-02	3.179346472442574640e-03	9.427163907896749439e-04	8.424753338562991601e-05	1.151497048201162096e-02	1.404810734460973982e-05	0.000000000000000000e+00	0.000000000000000000e+00	5.531791120441871198e-03	6.256223591103250486e-05	3.641231836813561214e-07	6.988815944851835763e-07	1.415689501868912237e-02	1.205886617560527653e-02	3.031227621571031938e-06	4.273093231334598339e-04	3.455335401400231460e-02	7.250008160521659827e-03	6.114291897877002346e-04	2.545884697799711996e-04	1.110823472562813136e-01	7.982490494254529682e-05	0.000000000000000000e+00	1.223316861562594910e-05	1.496725879881292964e-02	3.191849013908064229e-04	1.909982710530726293e-05	2.597363102305545377e-05	1.447079768685214339e-02	1.266443924662058853e-05	1.145096349927501693e-02	6.747458067139564105e-04	6.964177138521217281e-03	6.256591629589982727e-04	5.375627378933709594e-02	1.320954731380378208e-05	5.065634747738422244e-04	5.439220729479563379e-03	2.942343390548039696e-04	4.278447408255935671e-06	3.018154424685955454e-04	6.619979519358483964e-03
1.405963417297856899e-01	2.707368925046461667e-03	1.922498916403861738e-02	2.145787318161553048e-02	1.288815966291685482e-02	7.624643541362866169e-04	8.088105794037376379e-04	3.856136752526841214e-03	-1.211881704729029785e+00	9.884011256067718083e-04	1.074657380751733032e-01	7.566047801089553423e-03	2.901269316603020867e-03	2.751937309081330823e-04	6.553372188100995734e-03	1.817311402632296267e-03	8.997205882249737982e-03	3.075384409372734513e-04	3.960329035416040125e-06	7.967717077019846258e-03	4.540748437749613300e-03	6.728056761699380883e-06	0.000000000000000000e+00	1.261933495548070590e-04	4.315708791412960488e-01	2.027567150467998042e-02	2.367641505258875293e-04	2.801287683734457468e-01	5.891210067508247279e-03	3.641231836813561214e-07	0.000000000000000000e+00	8.084885457278472454e-05	3.204722236689843545e-02	1.377481919169620822e-05	5.217141314574269847e-06	1.133491978981759733e-03	8.767873466326271681e-03	0.000000000000000000e+00	0.000000000000000000e+00	6.521732036855763586e-04	3.058832338480085150e-02	6.348566013545452729e-06	1.538923763260850557e-03	1.481757598013792995e-03	1.986550416136150660e-02	3.812526345265812157e-06	7.359790908871281893e-07	1.603234377749011310e-04	1.287776844862126031e-03	8.099058364907813293e-03	3.214667400085427940e-04	2.921050993734543872e-05	3.602078806310190647e-07	5.484487995108918356e-04	2.750845918356049761e-04	2.047241489566396528e-03	7.207865404609049322e-04	9.996701899992823520e-03	3.823293428654239777e-04	3.312796640436028035e-05	1.870553259632001288e-03
8.080532423347108750e-03	4.080470755540639705e-02	1.491100724835843147e-02	1.474567985752004567e-02	4.317443826637293140e-03	1.651353085177993951e-01	2.642376480108600198e-02	5.548081130313103904e-03	6.681591609101775707e-03	-9.245714764399245444e-01	3.149347420470891435e-03	1.314808568915671327e-01	8.011512678115155050e-05	5.323395200284624686e-03	6.529084878101719912e-03	4.876901479499970221e-04	1.685525629965540454e-03	1.544099656857789854e-02	1.943689750256231627e-02	9.806659550179493558e-05	4.779899846427867598e-05	2.343657249503953294e-02	7.684834473981460180e-04	1.367067213055723815e-05	4.789121363937173283e-03	2.404806051225556393e-02	1.331341051547160195e-04	6.227516980668482832e-03	3.910859181375030103e-05	1.823729171627256089e-03	1.727235940656239837e-04	5.620417528758997065e-06	1.479028044492250275e-02	3.847230260300964211e-02	1.046791410352517285e-02	4.642355250269523232e-04	1.203024041617850246e-03	3.511900273981333198e-02	2.136027348600248905e-03	2.508503341926617697e-04	9.737334607074767459e-03	1.850136070085862255e-02	2.543627486438161667e-02	1.282908459166760481e-02	2.327980464184722318e-05	7.091057232231052533e-03	2.972498075815973928e-05	1.093250494230394408e-06	7.334169165709876134e-03	2.214103874965665819e-06	3.082939965434122005e-04	1.556699528841807290e-01	3.075323643869393511e-02	1.085239196893947105e-03	1.222401532227229692e-02	2.355825316418109789e-03	1.238513033644139671e-03	1.019075077941756710e-05	5.058459954898680486e-03	1.116478029576519577e-04	1.238018824516611046e-06
